town,page,url,property_type,price,address,postal_code,city,bedrooms,bedroom1_surface,bedroom2_surface,bathrooms,toilets,surface_livable,terrace,terrace_surface,terrace_orientation,floor,year_built,condition,kitchen_equipment,cellar,glazing_type,elevator,entry_phone,epc_score,epc_total,epc_valid_until 
sambreville,3,https://immovlan.be/en/detail/residence/for-sale/5060/arsimont/vbc04218,Residence,Make offer from 389 000 €,Rue d'Auvelais 34 5060 Arsimont,34,Arsimont,6,13 m²,14 m²,1,2,216 m²,Yes,60 m²,South-west,,1850,Normal,Super equipped,Yes,Double glass,No,,201 kWh/m²/year,64747 kWh/year,07/10/2034
sambreville,3,https://immovlan.be/en/detail/residence/for-sale/5060/auvelais/vbc00039,Residence,Make offer from 305 000 €,Rue du Charbonnage 70 5060 Auvelais,70,Auvelais,3,,,2,,200 m²,Yes,,,,,Excellent,,,,,,325 kWh/m²/year,763794 kWh/year,08/11/2034
sambreville,3,https://immovlan.be/en/detail/residence/for-sale/5060/auvelais/vbc18203,Residence,262 000 €,5060 Auvelais,5060,Auvelais,5,,,2,,198 m²,Yes,25 m²,,,,Normal,,,,,,126 kWh/m²/year,24905 kWh/year,22/02/2034
sambreville,3,https://immovlan.be/en/detail/residence/for-sale/5060/auvelais/vbc20153,Residence,Make offer from 245 000 €,5060 Auvelais,5060,Auvelais,3,14 m²,13 m²,1,2,121 m²,Yes,25 m²,,,,To renovate,Fully equipped,Yes,,No,,336 kWh/m²/year,40466 kWh/year,27/10/2032
sambreville,3,https://immovlan.be/en/detail/residence/for-sale/5060/falisolle/vbc35495,Residence,259 900 €,5060 Falisolle,5060,Falisolle,5,,,1,1,302 m²,,,,,,To be renovated,Partially equipped,No,,No,,406 kWh/m²/year,,23/08/2033
sambreville,3,https://immovlan.be/en/detail/residence/for-sale/5060/sambreville/vbb84593,Residence,Make offer from 259 000 €,5060 Sambreville,5060,Sambreville,3,13 m²,6 m²,1,,94 m²,Yes,27 m²,,,,Normal,Super equipped,Yes,Double glass,,,221 kWh/m²/year,32094 kWh/year,12/10/2034
sambreville,3,https://immovlan.be/en/detail/residence/for-sale/5060/sambreville/vbb90050,Residence,332 392 €,5060 Sambreville,5060,Sambreville,3,,,1,2,132 m²,,,,,,New,,,,,,,,
sambreville,3,https://immovlan.be/en/detail/residence/for-sale/5060/sambreville/vbb93247,Residence,311 175 €,5060 Sambreville,5060,Sambreville,3,,,1,2,128 m²,,,,,,New,,,,,,,,
sambreville,3,https://immovlan.be/en/detail/residence/for-sale/5060/sambreville/vbc32834,Residence,Make offer from 329 000 €,Rue du Comté 128 5060 Sambreville,128,Sambreville,3,16 m²,12 m²,1,2,150 m²,Yes,25 m²,North-west,,1918,Normal,Partially equipped,Yes,Double glass,No,,371 kWh/m²/year,73959 kWh/year,30/01/2035
sambreville,3,https://immovlan.be/en/detail/residence/for-sale/5060/tamines/vbb58257,Residence,145 000 €,5060 Tamines,5060,Tamines,3,,,1,1,271 m²,No,,,,,To be renovated,,No,,No,,,60975 kWh/year,14/01/2034
sambreville,3,https://immovlan.be/en/detail/residence/for-sale/5060/tamines/vbc33071,Residence,199 900 €,5060 Tamines,5060,Tamines,3,,,,1,110 m²,Yes,20 m²,,,,To be renovated,,,,No,,479 kWh/m²/year,46177 kWh/year,01/12/2034
sambreville,3,https://immovlan.be/en/detail/residence/for-sale/5060/velaine/vbb92723,Residence,Bunch price 142 500 €,docteur Séverin 65 5060 Velaine,65,Velaine,3,,,1,1,,No,,,,,Normal,Super equipped,,,No,,,76393 kWh/year,02/10/2034
sambreville,3,https://immovlan.be/en/detail/residence/for-sale/5060/velaine/vbb94286,Residence,Make offer from 230 000 €,Try d'Oskin 25 5060 Velaine,25,Velaine,3,,,1,,120 m²,Yes,,,,,To be renovated,,,,,,650 kWh/m²/year,,
sambreville,3,https://immovlan.be/en/detail/villa/for-sale/5060/falisolle/vbb94048,Villa,395 000 €,Rue du Bourgmestre Méhagnoul 56 5060 Falisolle,56,Falisolle,3,,,1,2,210 m²,Yes,15 m²,,,1980,Normal,,,,No,,224 kWh/m²/year,55750 kWh/year,08/01/2029
sambreville,4,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vaj03056,Apartment,99 000 €,Place Saint-Martin 4 5060 Sambreville,4,Sambreville,1,,,1,1,62 m²,Yes,10 m²,,1,1970,,,,,Yes,,190 kWh/m²/year,12158 kWh/year,15/06/2028
sambreville,4,https://immovlan.be/en/detail/residence/for-sale/5060/auvelais/vay76474,Residence,Make offer from 139 999 €,5060 Auvelais,5060,Auvelais,3,10 m²,10 m²,1,1,127 m²,Yes,30 m²,,,1950,To renovate,Fully equipped,Yes,Double glass,No,,591 kWh/m²/year,68843 kWh/year,25/10/2032
sambreville,4,https://immovlan.be/en/detail/residence/for-sale/5060/auvelais/vba10709,Residence,190 000 €,Rue Bois Sainte-Marie 66 5060 Auvelais,66,Auvelais,2,,,1,1,75 m²,Yes,10 m²,,,1900,Normal,Super equipped,,,No,,549 kWh/m²/year,58390 kWh/year,08/11/2032
sambreville,4,https://immovlan.be/en/detail/residence/for-sale/5060/auvelais/vbb05402,Residence,Make offer from 119 999 €,5060 Auvelais,5060,Auvelais,3,13 m²,14 m²,1,1,120 m²,Yes,20 m²,,,1960,To be renovated,,,,No,,449 kWh/m²/year,89495 kWh/year,06/01/2029
sambreville,4,https://immovlan.be/en/detail/residence/for-sale/5060/auvelais/vbb23488,Residence,295 000 €,5060 Auvelais,5060,Auvelais,3,,,1,1,175 m²,Yes,,,,1930,Normal,Super equipped,,,No,,346 kWh/m²/year,64450 kWh/year,03/05/2032
sambreville,4,https://immovlan.be/en/detail/residence/for-sale/5060/tamines/vax72027,Residence,210 000 €,5060 Tamines,5060,Tamines,4,,,1,2,127 m²,Yes,15 m²,,,1950,Normal,Super equipped,,,No,,314 kWh/m²/year,45340 kWh/year,
sambreville,4,https://immovlan.be/en/detail/residence/for-sale/5060/tamines/vaz54711,Residence,189 999 €,5060 Tamines,5060,Tamines,2,10 m²,18 m²,1,2,148 m²,Yes,,,,1974,Normal,Fully equipped,Yes,Double glass,No,,286 kWh/m²/year,44891 kWh/year,28/07/2024
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/apartment/for-sale/3270/scherpenheuvel-zichem/rbt04119,Apartment,299 000 €,Schuurwaverstraat 5 2 3270 Scherpenheuvel-Zichem,5,Scherpenheuvel-Zichem,3,,,1,,127 m²,Yes,,,1,,Excellent,Fully equipped,Yes,Double glass,No,,110 kWh/m²/year,,
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/bungalow/for-sale/3271/zichem/rbt44159,Bungalow,299 000 €,Dahlialaan 13 3271 Zichem,13,Zichem,3,,,1,,149 m²,Yes,,,,1968,To be renovated,,Yes,Double glass,No,,828 kWh/m²/year,,04/05/2035
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/ground-floor/for-sale/3270/scherpenheuvel/rbt43112,Ground,269 000 €,Prattenborgplein 8;10 3270 Scherpenheuvel,3270,Scherpenheuvel,1,,,1,1,86 m²,Yes,11 m²,,,2024,New,Super equipped,No,,No,,,,
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel-zichem/rbt39574,Residence,445 000 €,Oude Tiensebaan 38 3270 Scherpenheuvel-Zichem,38,Scherpenheuvel-Zichem,4,,,1,1,133 m²,Yes,,,,1992,Normal,Super equipped,Yes,Double glass,,,291 kWh/m²/year,,21/09/2034
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel-zichem/rbt44976,Residence,430 000 €,Testeltsebaan 12 3270 Scherpenheuvel-Zichem,12,Scherpenheuvel-Zichem,5,,,1,2,232 m²,,,,,2025,New,,No,,No,,10 kWh/m²/year,,
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel-zichem/rbt64133,Residence,499 000 €,Oude Tiensebaan 118 3270 Scherpenheuvel-Zichem,118,Scherpenheuvel-Zichem,4,,,2,2,205 m²,Yes,30 m²,,,2025,New,Super equipped,No,,No,,1 kWh/m²/year,,
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel-zichem/rbt66381,Residence,595 000 €,Miskruisstraat 3 3270 Scherpenheuvel-Zichem,3,Scherpenheuvel-Zichem,4,,,1,2,,Yes,,,,1954,,Super equipped,Yes,Double glass,,,193 kWh/m²/year,,19/12/2034
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel-zichem/rbt67089,Residence,299 000 €,Houwaartstraat 404 3270 Scherpenheuvel-Zichem,404,Scherpenheuvel-Zichem,3,,,1,1,148 m²,Yes,,,,1960,To be renovated,Partially equipped,No,,No,,462 kWh/m²/year,68324 kWh/year,14/01/2035
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel/rbt40052,Residence,310 000 €,August Nihoulstraat 99 3270 Scherpenheuvel,99,Scherpenheuvel,3,,,2,2,143 m²,Yes,,,,1953,Normal,,No,,No,,209 kWh/m²/year,,
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel/rbt63441,Residence,289 000 €,3270 Scherpenheuvel,3270,Scherpenheuvel,3,,,1,,153 m²,Yes,,,,1948,,Fully equipped,No,Simple glass,,,195 kWh/m²/year,,
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel/rbt67096,Residence,345 000 €,Houwaartstraat 246 3270 Scherpenheuvel,246,Scherpenheuvel,2,,,1,2,101 m²,Yes,,,,,Normal,,No,,No,,16 kWh/m²/year,,04/07/2032
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/residence/for-sale/3271/averbode/rbt14028,Residence,290 000 €,Turnhoutsebaan 85 3271 Averbode,85,Averbode,4,,,3,2,261 m²,Yes,,,,1930,To be renovated,,No,,No,,857 kWh/m²/year,,
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/residence/for-sale/3271/averbode/rbt38024,Residence,195 000 €,Ijsbergstraat 115 3271 Averbode,115,Averbode,4,,,1,,163 m²,Yes,,,,,To be renovated,Super equipped,No,,No,,795 kWh/m²/year,,
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/residence/for-sale/3271/averbode/rbt65388,Residence,295 000 €,Klein broekstraat 24 3271 Averbode,24,Averbode,3,,,1,1,153 m²,Yes,30 m²,,,1948,To be renovated,,No,,No,,314 kWh/m²/year,,20/03/2035
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/residence/for-sale/3271/averbode/rbt71320,Residence,469 000 €,Brabantsebaan 66 3271 Averbode,66,Averbode,4,,,1,1,210 m²,Yes,30 m²,,,1983,,,No,Double glass,No,,216 kWh/m²/year,,
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/residence/for-sale/3271/zichem/rbt44083,Residence,289 000 €,3271 Zichem,3271,Zichem,3,,,1,,153 m²,Yes,,,,1948,,,No,Simple glass,,,195 kWh/m²/year,,
scherpenheuvel-zichem,1,https://immovlan.be/en/detail/residence/for-sale/3271/zichem/rbt67485,Residence,549 000 €,Nieuwstraat 119 3271 Zichem,119,Zichem,4,,,1,2,212 m²,Yes,,,,2009,,,,Double glass,,,77 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45025,Apartment,299 600 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,1,,,1,,86 m²,Yes,53 m²,,1,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45026,Apartment,294 404 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,1,,,1,,83 m²,Yes,35 m²,,1,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45027,Apartment,294 404 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,1,,,1,,83 m²,Yes,35 m²,,1,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45028,Apartment,304 544 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,1,,,1,,86 m²,Yes,63 m²,,1,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45029,Apartment,288 721 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,1,,,1,,74 m²,Yes,44 m²,,1,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45030,Apartment,275 494 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,1,,,1,,72 m²,Yes,30 m²,,1,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45031,Apartment,275 494 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,1,,,1,,72 m²,Yes,30 m²,,1,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45032,Apartment,288 773 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,1,,,1,,74 m²,Yes,44 m²,,1,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45033,Apartment,388 570 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,2,,,1,,111 m²,Yes,43 m²,,2,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45034,Apartment,395 780 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,2,,,1,,111 m²,Yes,57 m²,,2,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45035,Apartment,340 521 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,2,,,1,,91 m²,Yes,38 m²,,2,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45036,Apartment,344 764 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,2,,,1,,91 m²,Yes,46 m²,,2,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel-zichem/rbs58449,Residence,450 000 €,Houwaartstraat 13 3270 Scherpenheuvel-Zichem,13,Scherpenheuvel-Zichem,4,,,1,,161 m²,Yes,,,,,,,,Double glass,No,,,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel-zichem/rbt23795,Residence,329 000 €,Poelbergstraat 44 3270 Scherpenheuvel-Zichem,44,Scherpenheuvel-Zichem,3,,,1,2,180 m²,Yes,,,,,To be renovated,Partially equipped,,,,,738 kWh/m²/year,,28/04/2035
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel-zichem/rbt29555,Residence,359 000 €,Spordel 7 3270 Scherpenheuvel-Zichem,7,Scherpenheuvel-Zichem,4,,,1,1,159 m²,No,,,,1894,,Partially equipped,,,No,,339 kWh/m²/year,,01/03/2035
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/residence/for-sale/3270/scherpenheuvel-zichem/rbt32344,Residence,150 000 €,3270 Scherpenheuvel-Zichem,3270,Scherpenheuvel-Zichem,2,,,1,1,,,,,,1951,To be renovated,Not equipped,No,Double glass,,,636 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/residence/for-sale/3271/averbode/rbs58499,Residence,225 000 €,Kranenburgstraat 51 3271 Averbode,51,Averbode,3,,,1,2,196 m²,Yes,,,,1969,,,No,Simple glass,No,,524 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/residence/for-sale/3271/averbode/rbs63048,Residence,1 290 000 €,Kranenburgstraat 36 3271 Averbode,36,Averbode,7,,,5,10,870 m²,Yes,,,,1835,,,No,Simple glass,No,,429 kWh/m²/year,,
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/residence/for-sale/3271/averbode/rbt18853,Residence,210 000 €,Hoornblaas 98 3271 Averbode,98,Averbode,3,,,1,,176 m²,No,,,,1962,To be renovated,,No,,No,,817 kWh/m²/year,143641 kWh/year,08/01/2035
scherpenheuvel-zichem,2,https://immovlan.be/en/detail/residence/for-sale/3272/messelbroek/rbt27252,Residence,395 000 €,Maasstraat 53B 3272 Messelbroek,3272,Messelbroek,3,,,1,2,150 m²,Yes,23 m²,,,2024,New,Partially equipped,No,,No,,30 kWh/m²/year,,
scherpenheuvel-zichem,3,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45019,Apartment,349 032 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,2,,,1,,122 m²,Yes,25 m²,,0,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,3,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45020,Apartment,334 871 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,2,,,1,,118 m²,Yes,15 m²,,0,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,3,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45021,Apartment,335 412 €,Plaats-Vondel 3272 Messelbroek,3272,Messelbroek,2,,,1,,118 m²,Yes,16 m²,,0,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,3,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45022,Apartment,349 753 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,2,,,1,,122 m²,Yes,27 m²,,0,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,3,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45023,Apartment,299 411 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,1,,,1,,102 m²,Yes,19 m²,,0,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,3,https://immovlan.be/en/detail/apartment/for-sale/3272/messelbroek/rbs45024,Apartment,353 451 €,Plaats-Vondel 21 3272 Messelbroek,21,Messelbroek,2,,,1,,124 m²,Yes,24 m²,,0,2023,New,,,,,,30 kWh/m²/year,,
scherpenheuvel-zichem,3,https://immovlan.be/en/detail/mixed-building/for-sale/3271/zichem/rbs30915,Mixed,395 000 €,Turnhoutsebaan 29 - 31 3271 Zichem,29,Zichem,,,,,4,450 m²,No,,,,1952,To be renovated,Partially equipped,,,No,,266 kWh/m²/year,,27/08/2034
seraing,1,https://immovlan.be/en/detail/apartment/for-sale/4100/seraing/vbc89405,Apartment,155 000 €,Rue de Rotheux 130 51 4100 Seraing,130,Seraing,2,12 m²,18 m²,1,1,103 m²,,,,,1950,Normal,Fully equipped,,Double glass,Yes,Yes,248 kWh/m²/year,25426 kWh/year,
seraing,1,https://immovlan.be/en/detail/ground-floor/for-sale/4100/seraing/vbc88791,Ground,135 500 €,"Rue Reine Astrid 49
4100 Seraing",49,Seraing,1,13 m²,,1,1,50 m²,,,,,1968,Normal,,,,No,,383 kWh/m²/year,17601 kWh/year,01/07/2026
seraing,1,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbc88544,Residence,149 000 €,"Rue du Chêne 185
4100 Seraing",185,Seraing,4,,,1,,106 m²,Yes,,,,,Normal,,Yes,Simple glass,No,,354 kWh/m²/year,44287 kWh/year,22/03/2033
seraing,1,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbc88706,Residence,85 000 €,"Rue des Stappes 79
4100 Seraing",79,Seraing,1,,,,1,73 m²,,,,,,To be renovated,,No,Double glass,,,637 kWh/m²/year,,
seraing,1,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbc89238,Residence,129 900 €,"Rue Jean de Seraing 44
4100 Seraing",44,Seraing,4,17 m²,16 m²,1,1,102 m²,Yes,10 m²,North,,1900,Fully renovated,,Yes,Double glass,No,,305 kWh/m²/year,33732 kWh/year,09/05/2030
seraing,1,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbc90105,Residence,Make offer from 279 000 €,"Rue de la Province 78
4100 Seraing",78,Seraing,6,20 m²,16 m²,2,2,273 m²,Yes,13 m²,North-west,,,Excellent,Fully equipped,Yes,Double glass,No,,346 kWh/m²/year,127000 kWh/year,12/10/2033
seraing,1,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbc90229,Residence,390 000 €,Rue Mahaim 115 4100 Seraing,115,Seraing,3,,,2,2,,Yes,,,,1995,Normal,,No,Double glass,,,132 kWh/m²/year,,
seraing,1,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbc91282,Residence,229 000 €,"Rue du Pairay 96
4100 Seraing",96,Seraing,3,,,1,,103 m²,,,,,,Fully renovated,,No,Double glass,No,,232 kWh/m²/year,27410 kWh/year,13/05/2035
seraing,1,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbc91355,Residence,220 000 €,"Rue de la Neuville 22
4100 Seraing",22,Seraing,2,,,,1,160 m²,Yes,15 m²,,,,,,No,,No,,267 kWh/m²/year,,16/09/2029
seraing,1,https://immovlan.be/en/detail/residence/for-sale/4101/jemeppe/vbc90591,Residence,Make offer from 120 000 €,"Rue de Hollogne 165
4101 Jemeppe",165,Jemeppe,4,6 m²,12 m²,1,2,140 m²,,,,,,Normal,Fully equipped,,Double glass,No,,388 kWh/m²/year,54194 kWh/year,15/08/2026
seraing,1,https://immovlan.be/en/detail/residence/for-sale/4102/ougree/vbc88550,Residence,Price on request,"Rue du Haut Pré 145
4102 Ougrée",145,Ougrée,2,,,1,,75 m²,Yes,17 m²,,,,Fully renovated,,No,Double glass,No,,266 kWh/m²/year,24166 kWh/year,13/05/2035
seraing,1,https://immovlan.be/en/detail/residence/for-sale/4102/ougree/vbc89680,Residence,37 000 €,Avenue H. Delporte 28 4102 Ougrée,28,Ougrée,2,,,1,,101 m²,Yes,12 m²,,,,,,No,,,,530 kWh/m²/year,,
seraing,1,https://immovlan.be/en/detail/residence/for-sale/4102/ougree/vbc89928,Residence,140 000 €,"Rue des Trixhes 118
4102 Ougrée",118,Ougrée,2,,,1,1,,,,,,,To be renovated,Fully equipped,No,Double glass,,,392 kWh/m²/year,,
seraing,1,https://immovlan.be/en/detail/residence/for-sale/4102/ougree/vbc90887,Residence,139 000 €,"Rue de l'Etang 39
4102 Ougrée",39,Ougrée,2,15 m²,19 m²,1,1,130 m²,Yes,25 m²,East,,,Normal,,Yes,,No,,607 kWh/m²/year,83234 kWh/year,21/03/2027
seraing,1,https://immovlan.be/en/detail/residence/for-sale/4102/ougree/vbc90889,Residence,Make offer from 239 000 €,"Rue Franklin Roosevelt 116
4102 Ougrée",116,Ougrée,3,12 m²,9 m²,1,2,115 m²,Yes,30 m²,South,,,Fully renovated,Super equipped,Yes,,No,,240 kWh/m²/year,38600 kWh/year,17/04/2035
seraing,1,https://immovlan.be/en/detail/studio/for-sale/4102/ougree/vbc60776,Studio,56 500 €,"Rue de l'Enseignement 101 1
4102 Ougrée",101,Ougrée,1,,,1,,32 m²,,,,1,,To be renovated,,No,Double glass,No,,920 kWh/m²/year,340026 kWh/year,19/03/2035
seraing,1,https://immovlan.be/en/detail/studio/for-sale/4102/ougree/vbc60777,Studio,56 500 €,"Rue de l'Enseignement 101 2
4102 Ougrée",101,Ougrée,1,,,1,,28 m²,,,,1,,To renovate,,No,Double glass,No,,770 kWh/m²/year,23567 kWh/year,19/03/2035
seraing,1,https://immovlan.be/en/detail/studio/for-sale/4102/ougree/vbc88545,Studio,115 000 €,"Rue Salomon Deloye 3
4102 Ougrée",3,Ougrée,1,,,1,,29 m²,,,,2,,To renovate,,No,Double glass,Yes,Yes,376 kWh/m²/year,13736 kWh/year,16/04/2035
seraing,1,https://immovlan.be/en/detail/studio/for-sale/4102/ougree/vbc88920,Studio,59 000 €,"Rue de l'Enseignement 101 6
4102 Ougrée",101,Ougrée,1,,,,,26 m²,,,,,,To renovate,,No,Simple glass,No,,411 kWh/m²/year,13033 kWh/year,19/03/2035
seraing,2,https://immovlan.be/en/detail/apartment/for-sale/4100/boncelles/vbc88542,Apartment,199 000 €,"Rue Reine Astrid 49 45
4100 Boncelles",49,Boncelles,2,,,1,,90 m²,Yes,12 m²,,3,,Fully renovated,,No,Double glass,No,Yes,257 kWh/m²/year,24517 kWh/year,03/09/2029
seraing,2,https://immovlan.be/en/detail/apartment/for-sale/4100/seraing/vbc65867,Apartment,185 000 €,Rue des Pervenches 33 0003 4100 Seraing,33,Seraing,2,16 m²,,1,1,84 m²,Yes,17 m²,North-east,1,1963,Normal,Fully equipped,,Double glass,No,,393 kWh/m²/year,32947 kWh/year,10/04/2035
seraing,2,https://immovlan.be/en/detail/apartment/for-sale/4100/seraing/vbc88535,Apartment,295 000 €,Rue de Plainevaux 102 02 4100 Seraing,102,Seraing,3,,,1,,135 m²,Yes,7 m²,,2,2006,Normal,,No,Double glass,Yes,Yes,113 kWh/m²/year,16498 kWh/year,11/09/2029
seraing,2,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbc87743,Apartment,Make offer from 219 000 €,"Rue de Jace 76 4
4101 Jemeppe",76,Jemeppe,2,17 m²,15 m²,1,1,110 m²,Yes,15 m²,South-east,,2009,Excellent,Fully equipped,Yes,Double glass,No,Yes,89 kWh/m²/year,9540 kWh/year,23/10/2034
seraing,2,https://immovlan.be/en/detail/apartment/for-sale/4102/ougree/vbc60775,Apartment,64 900 €,"Rue de l'Enseignement 101 8
4102 Ougrée",101,Ougrée,1,,,1,,60 m²,,,,2,,To be renovated,,No,Double glass,No,,246 kWh/m²/year,14665 kWh/year,19/03/2035
seraing,2,https://immovlan.be/en/detail/mixed-building/for-sale/4100/seraing/vbc88190,Mixed,454 000 €,"Rue de la Banque 2
4100 Seraing",2,Seraing,5,11 m²,13 m²,1,3,300 m²,,,,,1930,To renovate,Partially equipped,,Double glass,No,Yes,,,
seraing,2,https://immovlan.be/en/detail/mixed-building/for-sale/4101/jemeppe/vbc87566,Mixed,Make offer from 199 000 €,4101 Jemeppe,4101,Jemeppe,4,17 m²,15 m²,1,2,143 m²,Yes,38 m²,North-east,,,Normal,Fully equipped,Yes,Double glass,No,,291 kWh/m²/year,42038 kWh/year,02/06/2035
seraing,2,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbc56888,Residence,140 000 €,"Rue de la Solidarité 50
4100 Seraing",50,Seraing,2,,,,1,,,,,,1932,To be renovated,Fully equipped,No,,,,627 kWh/m²/year,,
seraing,2,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbc86894,Residence,160 000 €,"Rue Morchamps 188
4100 Seraing",188,Seraing,2,18 m²,16 m²,1,1,109 m²,Yes,18 m²,,,1959,Normal,Fully equipped,Yes,Double glass,No,,480 kWh/m²/year,41657 kWh/year,02/06/2035
seraing,2,https://immovlan.be/en/detail/residence/for-sale/4100/seraing/vbc87098,Residence,170 000 €,"Rue Gustave Gony 18
4100 Seraing",18,Seraing,2,15 m²,18 m²,1,2,130 m²,Yes,18 m²,,,1930,Normal,Partially equipped,,,No,,477 kWh/m²/year,54724 kWh/year,30/05/2035
